location_id,externalId,authority_name,authorityIdentifier,deviceName,measurement_type,platform_name,platformId,isUntrusted,description,locationInstallationPartner,isChornobylExclusionZone,addressCatuttc,addressPostCode,addressAdminUnitL1,admin_unit_l2,addressAdminUnitL3,addressAdminUnitL4,settlement_name,addressPostTypeName,addressCitytId,street_name,street_number,addressLocatorBuilding,addressDescription,lat,lon,source_file,region_raw,region_key,oblast_name_uk,oblast_name_en,display_region
3935,34712,,,,вручну,Росгідромет,99.0,True,"Дані збираються з ворожого сайту, тому ми не можемо довіряти їх коректності. Але ми збираємо їх, так як це українські території.",,False,UA14140050010029262,,Україна,Донецька область,Маріупольський район,Мapіупoльськa міська громада,Маріуполь,місто,42.0,Маріуполь,,,,47.033,37.5,saveecobot_radiation_locations.csv,Донецька область,donetsk,Donetska oblast,Donetsk Oblast,Donetsk Oblast
3936,34717,ЗАПОРІЗЬКИЙ ЦГМ,20508083.0,,вручну,Український гідрометеорологічний центр,22.0,False,,,False,UA23020050010019935,,Україна,Запорізька область,Бердянський район,Бepдянськa міська громада,Бердянськ,місто,7334.0,"вулиця Горького, 12",,,,46.75212444,36.78308442,saveecobot_radiation_locations.csv,Запорізька область,zaporizhzhia,Zaporizka oblast,Zaporizhzhia Oblast,Zaporizhzhia Oblast
3937,33959,,,,вручну,Росгідромет,99.0,True,"Дані збираються з ворожого сайту, тому ми не можемо довіряти їх коректності. Але ми збираємо їх, так як це українські території.",,False,UA01200030010082401,,Україна,Автономна Республіка Крим,Ялтинський район,Алуштинська міська рада,Алушта,місто,323.0,Алушта,,,,44.683,34.433,saveecobot_radiation_locations.csv,Автономна Республіка Крим,crimea,Avtonomna Respublika Krym,Autonomous Republic of Crimea,Autonomous Republic of Crimea
3938,33973,,,,вручну,Росгідромет,99.0,True,"Дані збираються з ворожого сайту, тому ми не можемо довіряти їх коректності. Але ми збираємо їх, так як це українські території.",,False,UA01040530020097860,,Україна,Автономна Республіка Крим,Феодосійський район,Владиславівська сільська рада,Владиславівка,село,684.0,Владіславовка,,,,45.167,35.383,saveecobot_radiation_locations.csv,Автономна Республіка Крим,crimea,Avtonomna Respublika Krym,Autonomous Republic of Crimea,Autonomous Republic of Crimea
3939,33934,,,,вручну,Росгідромет,99.0,True,"Дані збираються з ворожого сайту, тому ми не можемо довіряти їх коректності. Але ми збираємо їх, так як це українські території.",,False,UA01060050010078305,,Україна,Автономна Республіка Крим,Джанкойський район,Джанкойська міська рада,Джанкой,місто,349.0,Джанкой,,,,45.717,34.4,saveecobot_radiation_locations.csv,Автономна Республіка Крим,crimea,Avtonomna Respublika Krym,Autonomous Republic of Crimea,Autonomous Republic of Crimea
3940,33929,,,,вручну,Росгідромет,99.0,True,"Дані збираються з ворожого сайту, тому ми не можемо довіряти їх коректності. Але ми збираємо їх, так як це українські території.",,False,UA01080150010090810,,Україна,Автономна Республіка Крим,Євпаторійський район,Євпаторійська міська рада,Євпаторія,місто,350.0,Евпаторія,,,,45.183,33.367,saveecobot_radiation_locations.csv,Автономна Республіка Крим,crimea,Avtonomna Respublika Krym,Autonomous Republic of Crimea,Autonomous Republic of Crimea
3941,33933,,,,вручну,Росгідромет,99.0,True,"Дані збираються з ворожого сайту, тому ми не можемо довіряти їх коректності. Але ми збираємо їх, так як це українські території.",,False,,,Україна,Автономна Республіка Крим,Перекопський район,Новопавлівська сільська рада,Ішунь,село,795.0,Ішунь,,,,45.883,33.817,saveecobot_radiation_locations.csv,Автономна Республіка Крим,crimea,Avtonomna Respublika Krym,Autonomous Republic of Crimea,Autonomous Republic of Crimea
3942,33983,,,,вручну,Росгідромет,99.0,True,"Дані збираються з ворожого сайту, тому ми не можемо довіряти їх коректності. Але ми збираємо їх, так як це українські території.",,False,UA01100210010057785,,Україна,Автономна Республіка Крим,Керченський район,Войковська сільська рада,Керч,місто,354.0,Кєрчь,,,,45.4,36.417,saveecobot_radiation_locations.csv,Автономна Республіка Крим,crimea,Avtonomna Respublika Krym,Autonomous Republic of Crimea,Autonomous Republic of Crimea
3943,33939,,,,вручну,Росгідромет,99.0,True,"Дані збираються з ворожого сайту, тому ми не можемо довіряти їх коректності. Але ми збираємо їх, так як це українські території.",,False,UA01120190010049914,,Україна,Автономна Республіка Крим,Джанкойський район,Ярківська сільська рада,Клепиніне,село,737.0,Клєпініно,,,,45.65,34.2,saveecobot_radiation_locations.csv,Автономна Республіка Крим,crimea,Avtonomna Respublika Krym,Autonomous Republic of Crimea,Autonomous Republic of Crimea
3944,33966,,,,вручну,Росгідромет,99.0,True,"Дані збираються з ворожого сайту, тому ми не можемо довіряти їх коректності. Але ми збираємо їх, так як це українські території.",,False,UA01040050010076142,,Україна,Автономна Республіка Крим,Білогірський район,Білогірська міська рада,Білогірськ,місто,503.0,Крімская,,,,45.05,34.6,saveecobot_radiation_locations.csv,Автономна Республіка Крим,crimea,Avtonomna Respublika Krym,Autonomous Republic of Crimea,Autonomous Republic of Crimea
3945,33981,,,,вручну,Росгідромет,99.0,True,"Дані збираються з ворожого сайту, тому ми не можемо довіряти їх коректності. Але ми збираємо їх, так як це українські території.",,False,UA01100370010043734,,Україна,Автономна Республіка Крим,Керченський район,Мисівська сільська рада,Мисове,село,667.0,Місовоє,,,,45.45,35.833,saveecobot_radiation_locations.csv,Автономна Республіка Крим,crimea,Avtonomna Respublika Krym,Autonomous Republic of Crimea,Autonomous Republic of Crimea
3946,33962,,,,вручну,Росгідромет,99.0,True,"Дані збираються з ворожого сайту, тому ми не можемо довіряти їх коректності. Але ми збираємо їх, так як це українські території.",,False,UA01040510010040141,,Україна,Автономна Республіка Крим,Білогірський район,Нижньогірська селищна рада,Нижньогірський,селище,866.0,Ніжнєгорск,,,,45.45,34.733,saveecobot_radiation_locations.csv,Автономна Республіка Крим,crimea,Avtonomna Respublika Krym,Autonomous Republic of Crimea,Autonomous Republic of Crimea
3947,33922,,,,вручну,Росгідромет,99.0,True,"Дані збираються з ворожого сайту, тому ми не можемо довіряти їх коректності. Але ми збираємо їх, так як це українські території.",,False,,,Україна,Автономна Республіка Крим,Перекопський район,Чернишівська сільська рада,Роздольне,селище,939.0,Раздольноє,,,,45.783,33.483,saveecobot_radiation_locations.csv,Автономна Республіка Крим,crimea,Avtonomna Respublika Krym,Autonomous Republic of Crimea,Autonomous Republic of Crimea
3948,33991,,,,вручну,Росгідромет,99.0,True,"Дані збираються з ворожого сайту, тому ми не можемо довіряти їх коректності. Але ми збираємо їх, так як це українські території.",,False,,,Україна,Автономна Республіка Крим,,,Севастополь,місто,29898.0,Сєвастополь,,,,44.617,33.533,saveecobot_radiation_locations.csv,Автономна Республіка Крим,crimea,Avtonomna Respublika Krym,Autonomous Republic of Crimea,Autonomous Republic of Crimea
3949,33976,,,,вручну,Росгідромет,99.0,True,"Дані збираються з ворожого сайту, тому ми не можемо довіряти їх коректності. Але ми збираємо їх, так як це українські території.",,False,UA01180710010062019,,Україна,Автономна Республіка Крим,Феодосійський район,Феодосійська міська рада,Феодосія,місто,361.0,Фєодосія,,,,45.033,35.383,saveecobot_radiation_locations.csv,Автономна Республіка Крим,crimea,Avtonomna Respublika Krym,Autonomous Republic of Crimea,Autonomous Republic of Crimea
3950,33924,,,,вручну,Росгідромет,99.0,True,"Дані збираються з ворожого сайту, тому ми не можемо довіряти їх коректності. Але ми збираємо їх, так як це українські території.",,False,UA01080770010068666,,Україна,Автономна Республіка Крим,Євпаторійський район,Чорноморська селищна рада,Чорноморське,селище,1129.0,Чєрноморскоє,,,,45.517,32.7,saveecobot_radiation_locations.csv,Автономна Республіка Крим,crimea,Avtonomna Respublika Krym,Autonomous Republic of Crimea,Autonomous Republic of Crimea
3951,33990,,,,вручну,Росгідромет,99.0,True,"Дані збираються з ворожого сайту, тому ми не можемо довіряти їх коректності. Але ми збираємо їх, так як це українські території.",,False,UA01200310010053783,,Україна,Автономна Республіка Крим,Ялтинський район,Ялтинська міська рада,Ялта,місто,394.0,Ялта,,,,44.483,34.167,saveecobot_radiation_locations.csv,Автономна Республіка Крим,crimea,Avtonomna Respublika Krym,Autonomous Republic of Crimea,Autonomous Republic of Crimea
3952,,ГОЛОВНИЙ ЦЕНТР СПЕЦІАЛЬНОГО КОНТРОЛЮ,21656472.0,,автоматично,Головний центр спеціального контролю,29.0,False,,,False,UA68020110010097898,,Україна,Хмельницька область,Кам'янець-Подільський район,Жвaнeцькa сільська громада,Кам'янець-Подільський,місто,21336.0,"Сейсмічна станція PS-45 ""Кам'янець-Подільський""",,,,48.563,26.46,saveecobot_radiation_locations.csv,Хмельницька область,khmelnytskyi,Khmelnytska oblast,Khmelnytskyi Oblast,Khmelnytskyi Oblast
3953,,ГОЛОВНИЙ ЦЕНТР СПЕЦІАЛЬНОГО КОНТРОЛЮ,21656472.0,,автоматично,Головний центр спеціального контролю,29.0,False,,,False,UA51120030010033524,,Україна,Одеська область,Подільський район,Бaлтськa міська громада,Балта,місто,13769.0,вулиця Гагаріна,,,,47.953,29.601,saveecobot_radiation_locations.csv,Одеська область,odesa,Odeska oblast,Odesa Oblast,Odesa Oblast
3954,,ГОЛОВНИЙ ЦЕНТР СПЕЦІАЛЬНОГО КОНТРОЛЮ,21656472.0,,автоматично,Головний центр спеціального контролю,29.0,False,,,False,UA18040170010097015,,Україна,Житомирська область,Житомирський район,Гopoдoцькa селищнa громада,Городок,селище,25527.0,"вулиця Космічна, 1",,,,50.598,29.446,saveecobot_radiation_locations.csv,Житомирська область,zhytomyr,Zhytomyrska oblast,Zhytomyr Oblast,Zhytomyr Oblast
3955,,ГОЛОВНИЙ ЦЕНТР СПЕЦІАЛЬНОГО КОНТРОЛЮ,21656472.0,,автоматично,Головний центр спеціального контролю,29.0,False,,,False,UA21100230010016545,,Україна,Закарпатська область,Ужгородський район,Ужгopoдськa міська громада,Ужгород,місто,6748.0,"вулиця Ференца Ракоці, 11",,,,48.626,22.291,saveecobot_radiation_locations.csv,Закарпатська область,zakarpattia,Zakarpatska oblast,Zakarpattia Oblast,Zakarpattia Oblast
3956,,ГОЛОВНИЙ ЦЕНТР СПЕЦІАЛЬНОГО КОНТРОЛЮ,21656472.0,,автоматично,Головний центр спеціального контролю,29.0,False,,,False,UA18060130010010134,,Україна,Житомирська область,Коростенський район,Мaлинськa міська громада,Малин,місто,5346.0,"Сейсмічна станція PS-45 ""Малин""",,,,50.6772951,29.2228547,saveecobot_radiation_locations.csv,Житомирська область,zhytomyr,Zhytomyrska oblast,Zhytomyr Oblast,Zhytomyr Oblast
3957,,ГОЛОВНИЙ ЦЕНТР СПЕЦІАЛЬНОГО КОНТРОЛЮ,21656472.0,,автоматично,Головний центр спеціального контролю,29.0,False,,,False,UA18040290010026645,,Україна,Житомирська область,Житомирський район,Любapськa селищнa громада,Любар,селище,6029.0,"Сейсмічна станція PS-45 ""Любар""",,,,49.9145271,27.7670031,saveecobot_radiation_locations.csv,Житомирська область,zhytomyr,Zhytomyrska oblast,Zhytomyr Oblast,Zhytomyr Oblast
3958,,АТ «НАЕК «Енергоатом»,24584661.0,,автоматично,"ВП ""Хмельницька Атомна Електростанція""",27.0,False,,,False,UA68060190010049660,,Україна,Хмельницька область,Шепетівський район,Плужнeнськa сільська громада,Плужне,село,21793.0,вулиця Жовтнева,,,,50.1807,26.5617,saveecobot_radiation_locations.csv,Хмельницька область,khmelnytskyi,Khmelnytska oblast,Khmelnytskyi Oblast,Khmelnytskyi Oblast
3959,,АТ «НАЕК «Енергоатом»,24584661.0,,автоматично,"ВП ""Хмельницька Атомна Електростанція""",27.0,False,,,False,UA68060090050013054,,Україна,Хмельницька область,Шепетівський район,Ізяслaвськa міська громада,Білотин,село,21750.0,вулиця Перемоги,,,,50.2497,26.6651,saveecobot_radiation_locations.csv,Хмельницька область,khmelnytskyi,Khmelnytska oblast,Khmelnytskyi Oblast,Khmelnytskyi Oblast
3960,,АТ «НАЕК «Енергоатом»,24584661.0,,автоматично,"ВП ""Хмельницька Атомна Електростанція""",27.0,False,,,False,UA68060190060060114,,Україна,Хмельницька область,Шепетівський район,Плужнeнськa сільська громада,Дертка,село,21759.0,вулиця Центральна,,,,50.2312,26.4628,saveecobot_radiation_locations.csv,Хмельницька область,khmelnytskyi,Khmelnytska oblast,Khmelnytskyi Oblast,Khmelnytskyi Oblast
3961,,АТ «НАЕК «Енергоатом»,24584661.0,,автоматично,"ВП ""Хмельницька Атомна Електростанція""",27.0,False,,,False,UA68060270010040268,,Україна,Хмельницька область,Шепетівський район,Слaвутськa міська громада,Славута,місто,21338.0,"вулиця Соборності, 20",,,,50.2961,26.8647,saveecobot_radiation_locations.csv,Хмельницька область,khmelnytskyi,Khmelnytska oblast,Khmelnytskyi Oblast,Khmelnytskyi Oblast
3962,,АТ «НАЕК «Енергоатом»,24584661.0,,автоматично,"ВП ""Хмельницька Атомна Електростанція""",27.0,False,,,False,UA68060110050042489,,Україна,Хмельницька область,Шепетівський район,Кpупeцькa сільська громада,Комарівка,село,28766.0,вулиця Лісова,,,,50.3084,26.7179,saveecobot_radiation_locations.csv,Хмельницька область,khmelnytskyi,Khmelnytska oblast,Khmelnytskyi Oblast,Khmelnytskyi Oblast
3963,,АТ «НАЕК «Енергоатом»,24584661.0,,автоматично,"ВП ""Хмельницька Атомна Електростанція""",27.0,False,,,False,UA68060170010043609,,Україна,Хмельницька область,Шепетівський район,Нeтішинськa міська громада,Нетішин,місто,21337.0,Рибгосп,,,,50.3094,26.6238,saveecobot_radiation_locations.csv,Хмельницька область,khmelnytskyi,Khmelnytska oblast,Khmelnytskyi Oblast,Khmelnytskyi Oblast
3964,,АТ «НАЕК «Енергоатом»,24584661.0,,автоматично,"ВП ""Хмельницька Атомна Електростанція""",27.0,False,,,False,UA68060110080026789,,Україна,Хмельницька область,Шепетівський район,Кpупeцькa сільська громада,Полянь,село,22208.0,вулиця Шкільна,,,,50.32534,26.729252,saveecobot_radiation_locations.csv,Хмельницька область,khmelnytskyi,Khmelnytska oblast,Khmelnytskyi Oblast,Khmelnytskyi Oblast
3965,,АТ «НАЕК «Енергоатом»,24584661.0,,автоматично,"ВП ""Хмельницька Атомна Електростанція""",27.0,False,,,False,UA68060170010043609,,Україна,Хмельницька область,Шепетівський район,Нeтішинськa міська громада,Нетішин,місто,21337.0,"вулиця Ринкова, 5А",,,,50.3303,26.6681,saveecobot_radiation_locations.csv,Хмельницька область,khmelnytskyi,Khmelnytska oblast,Khmelnytskyi Oblast,Khmelnytskyi Oblast
3966,,АТ «НАЕК «Енергоатом»,24584661.0,,автоматично,"ВП ""Хмельницька Атомна Електростанція""",27.0,False,,,False,UA68060170030085484,,Україна,Хмельницька область,Шепетівський район,Нeтішинськa міська громада,Старий Кривин,село,22215.0,вулиця Перемоги,,,,50.3546,26.7078,saveecobot_radiation_locations.csv,Хмельницька область,khmelnytskyi,Khmelnytska oblast,Khmelnytskyi Oblast,Khmelnytskyi Oblast
3967,,АТ «НАЕК «Енергоатом»,24584661.0,,автоматично,"ВП ""Хмельницька Атомна Електростанція""",27.0,False,,,False,UA68060170010043609,,Україна,Хмельницька область,Шепетівський район,Нeтішинськa міська громада,Нетішин,місто,21337.0,проспект Незалежності,,,,50.3334,26.6491,saveecobot_radiation_locations.csv,Хмельницька область,khmelnytskyi,Khmelnytska oblast,Khmelnytskyi Oblast,Khmelnytskyi Oblast
3968,,АТ «НАЕК «Енергоатом»,24584661.0,,автоматично,"ВП ""Хмельницька Атомна Електростанція""",27.0,False,,,False,UA56060450010014169,,Україна,Рівненська область,Рівненський район,Остpозькa міська громада,Острог,місто,16242.0,вулиця Вячеслава Чорновола,,,,50.3311,26.5184,saveecobot_radiation_locations.csv,Рівненська область,rivne,Rivnenska oblast,Rivne Oblast,Rivne Oblast
3969,,АТ «НАЕК «Енергоатом»,24584661.0,,автоматично,"ВП ""Рівненська Атомна Електростанція""",28.0,False,,,False,UA56020030010034121,,Україна,Рівненська область,Вараський район,Вapaськa міська громада,Вараш,місто,16241.0,проспект Шевченка,,,,51.345,25.85,saveecobot_radiation_locations.csv,Рівненська область,rivne,Rivnenska oblast,Rivne Oblast,Rivne Oblast
3970,,АТ «НАЕК «Енергоатом»,24584661.0,,автоматично,"ВП ""Рівненська Атомна Електростанція""",28.0,False,,,False,UA56020150070058724,,Україна,Рівненська область,Вараський район,Рaфaлівськa селищнa громада,Суховоля,село,27307.0,вулиця Колгоспна,,,,51.334,25.978,saveecobot_radiation_locations.csv,Рівненська область,rivne,Rivnenska oblast,Rivne Oblast,Rivne Oblast
3971,,АТ «НАЕК «Енергоатом»,24584661.0,,автоматично,"ВП ""Рівненська Атомна Електростанція""",28.0,False,,,False,UA07040050310035398,,Україна,Волинська область,Камінь-Каширський район,Мaнeвицькa селищнa громада,Старий Чорторийськ,село,3139.0,вулиця Сокола,,,,51.217,25.88,saveecobot_radiation_locations.csv,Волинська область,volyn,Volynska oblast,Volyn Oblast,Volyn Oblast
3972,,АТ «НАЕК «Енергоатом»,24584661.0,,автоматично,"ВП ""Рівненська Атомна Електростанція""",28.0,False,,,False,UA56020030150028853,,Україна,Рівненська область,Вараський район,Вapaськa міська громада,Сопачів,село,16356.0,вулиця Центральна,,,,51.411,25.92,saveecobot_radiation_locations.csv,Рівненська область,rivne,Rivnenska oblast,Rivne Oblast,Rivne Oblast
3973,,АТ «НАЕК «Енергоатом»,24584661.0,,автоматично,"ВП ""Рівненська Атомна Електростанція""",28.0,False,,,False,UA56020130010095336,,Україна,Рівненська область,Вараський район,Пoлицькa сільська громада,Полиці,село,16348.0,вулиця Богдана Хмельницького,,,,51.255,26.07,saveecobot_radiation_locations.csv,Рівненська область,rivne,Rivnenska oblast,Rivne Oblast,Rivne Oblast
3974,,АТ «НАЕК «Енергоатом»,24584661.0,,автоматично,"ВП ""Рівненська Атомна Електростанція""",28.0,False,,,False,UA56020050140043968,,Україна,Рівненська область,Вараський район,Вoлoдимиpeцькa селищнa громада,Любахи,село,16338.0,вулиця Поліська,,,,51.371,26.03,saveecobot_radiation_locations.csv,Рівненська область,rivne,Rivnenska oblast,Rivne Oblast,Rivne Oblast
3975,,АТ «НАЕК «Енергоатом»,24584661.0,,автоматично,"ВП ""Рівненська Атомна Електростанція""",28.0,False,,,False,UA07040050160059649,,Україна,Волинська область,Камінь-Каширський район,Мaнeвицькa селищнa громада,Костюхнівка,село,3115.0,вулиця Молодіжна,,,,51.348,25.753,saveecobot_radiation_locations.csv,Волинська область,volyn,Volynska oblast,Volyn Oblast,Volyn Oblast
3976,,АТ «НАЕК «Енергоатом»,24584661.0,,автоматично,"ВП ""Рівненська Атомна Електростанція""",28.0,False,,,False,UA07040050200073071,,Україна,Волинська область,Камінь-Каширський район,Мaнeвицькa селищнa громада,Мала Ведмежка,село,3144.0,вулиця Волинська,,,,51.295,25.795,saveecobot_radiation_locations.csv,Волинська область,volyn,Volynska oblast,Volyn Oblast,Volyn Oblast
3977,,АТ «НАЕК «Енергоатом»,24584661.0,,автоматично,"ВП ""Рівненська Атомна Електростанція""",28.0,False,,,False,UA56020150020042644,,Україна,Рівненська область,Вараський район,Рaфaлівськa селищнa громада,Великий Жолудськ,село,16313.0,вулиця Шкільна,,,,51.315,26.115,saveecobot_radiation_locations.csv,Рівненська область,rivne,Rivnenska oblast,Rivne Oblast,Rivne Oblast
3978,,АТ «НАЕК «Енергоатом»,24584661.0,,автоматично,"ВП ""Рівненська Атомна Електростанція""",28.0,False,,,False,UA56020030040055840,,Україна,Рівненська область,Вараський район,Вapaськa міська громада,Більська Воля,село,16307.0,"вулиця Шкільна, 10",,,,51.46,25.815,saveecobot_radiation_locations.csv,Рівненська область,rivne,Rivnenska oblast,Rivne Oblast,Rivne Oblast
3979,,АТ «НАЕК «Енергоатом»,24584661.0,,автоматично,"ВП ""Рівненська Атомна Електростанція""",28.0,False,,,False,UA56020030020093360,,Україна,Рівненська область,Вараський район,Вapaськa міська громада,Бабка,село,16360.0,Варашский Аеропорт,,,,51.365,25.915,saveecobot_radiation_locations.csv,Рівненська область,rivne,Rivnenska oblast,Rivne Oblast,Rivne Oblast
3980,,АТ «НАЕК «Енергоатом»,24584661.0,,автоматично,"ВП ""Рівненська Атомна Електростанція""",28.0,False,,,False,UA56080010060097255,,Україна,Рівненська область,Вараський район,Вapaськa міська громада,Заболоття,село,27302.0,НДВ,,,,51.315,25.89,saveecobot_radiation_locations.csv,Рівненська область,rivne,Rivnenska oblast,Rivne Oblast,Rivne Oblast
3981,,АТ «НАЕК «Енергоатом»,24584661.0,,автоматично,"ВП ""Рівненська Атомна Електростанція""",28.0,False,,,False,UA56080010060097255,,Україна,Рівненська область,Вараський район,Рaфaлівськa селищнa громада,Заболоття,село,27302.0,ОРУ-750,,,,51.323,25.933,saveecobot_radiation_locations.csv,Рівненська область,rivne,Rivnenska oblast,Rivne Oblast,Rivne Oblast
3982,,АТ «НАЕК «Енергоатом»,24584661.0,,автоматично,"ВП ""Южно-Українська Атомна Електростанція""",26.0,False,,,False,UA48040250010045068,,Україна,Миколаївська область,Вознесенський район,Южнoукpaїнськa міська громада,Южноукраїнськ,місто,13118.0,"вулиця Олімпійська, 1",,,,47.819686,31.188045,saveecobot_radiation_locations.csv,Миколаївська область,mykolaiv,Mykolaivska oblast,Mykolaiv Oblast,Mykolaiv Oblast
3983,,АТ «НАЕК «Енергоатом»,24584661.0,,автоматично,"ВП ""Южно-Українська Атомна Електростанція""",26.0,False,,,False,UA48040250010045068,,Україна,Миколаївська область,Вознесенський район,Южнoукpaїнськa міська громада,Южноукраїнськ,місто,13118.0,вулиця Паркова,,,,47.817192,31.183699,saveecobot_radiation_locations.csv,Миколаївська область,mykolaiv,Mykolaivska oblast,Mykolaiv Oblast,Mykolaiv Oblast
3984,,АТ «НАЕК «Енергоатом»,24584661.0,,автоматично,"ВП ""Южно-Українська Атомна Електростанція""",26.0,False,,,False,UA48040250010045068,,Україна,Миколаївська область,Вознесенський район,Южнoукpaїнськa міська громада,Южноукраїнськ,місто,13118.0,набережна Енергетиків,,,,47.8155,31.1859,saveecobot_radiation_locations.csv,Миколаївська область,mykolaiv,Mykolaivska oblast,Mykolaiv Oblast,Mykolaiv Oblast
3985,,АТ «НАЕК «Енергоатом»,24584661.0,,автоматично,"ВП ""Южно-Українська Атомна Електростанція""",26.0,False,,,False,UA48080010010059552,,Україна,Миколаївська область,Первомайський район,Аpбузинська селищнa громада,Арбузинка,селище,13119.0,"площа Центральна, 18",,,,47.911,31.3152,saveecobot_radiation_locations.csv,Миколаївська область,mykolaiv,Mykolaivska oblast,Mykolaiv Oblast,Mykolaiv Oblast
3986,,АТ «НАЕК «Енергоатом»,24584661.0,,автоматично,"ВП ""Южно-Українська Атомна Електростанція""",26.0,False,,,False,UA48080030010012495,,Україна,Миколаївська область,Первомайський район,Блaгoдaтнeнськa сільська громада,Благодатне,село,26553.0,вулиця Ювілейна,,,,47.9936,31.1401,saveecobot_radiation_locations.csv,Миколаївська область,mykolaiv,Mykolaivska oblast,Mykolaiv Oblast,Mykolaiv Oblast
3987,,АТ «НАЕК «Енергоатом»,24584661.0,,автоматично,"ВП ""Южно-Українська Атомна Електростанція""",26.0,False,,,False,UA48080010090074558,,Україна,Миколаївська область,Первомайський район,Аpбузинська селищнa громада,Новоселівка,село,26556.0,вулиця Центральна,,,,47.8221,31.3337,saveecobot_radiation_locations.csv,Миколаївська область,mykolaiv,Mykolaivska oblast,Mykolaiv Oblast,Mykolaiv Oblast
3988,,АТ «НАЕК «Енергоатом»,24584661.0,,автоматично,"ВП ""Южно-Українська Атомна Електростанція""",26.0,False,,,False,UA48080010020012010,,Україна,Миколаївська область,Первомайський район,Аpбузинська селищнa громада,Агрономія,село,13124.0,вулиця Паркова,,,,47.7721,31.3131,saveecobot_radiation_locations.csv,Миколаївська область,mykolaiv,Mykolaivska oblast,Mykolaiv Oblast,Mykolaiv Oblast
3989,,АТ «НАЕК «Енергоатом»,24584661.0,,автоматично,"ВП ""Южно-Українська Атомна Електростанція""",26.0,False,,,False,UA48040070010053688,,Україна,Миколаївська область,Вознесенський район,Вoзнeсeнськa міська громада,Вознесенськ,місто,13115.0,вулиця Сухомлинського,,,,47.5704,31.3321,saveecobot_radiation_locations.csv,Миколаївська область,mykolaiv,Mykolaivska oblast,Mykolaiv Oblast,Mykolaiv Oblast
3990,,АТ «НАЕК «Енергоатом»,24584661.0,,автоматично,"ВП ""Южно-Українська Атомна Електростанція""",26.0,False,,,False,UA48040190010081999,,Україна,Миколаївська область,Вознесенський район,Олeксaндpівськa селищнa громада,Олександрівка,село,26601.0,вулиця Генерала Подзигуна,,,,47.6913,31.2798,saveecobot_radiation_locations.csv,Миколаївська область,mykolaiv,Mykolaivska oblast,Mykolaiv Oblast,Mykolaiv Oblast
3991,,АТ «НАЕК «Енергоатом»,24584661.0,,автоматично,"ВП ""Южно-Українська Атомна Електростанція""",26.0,False,,,False,UA48040230020027440,,Україна,Миколаївська область,Вознесенський район,Пpибузькa сільська громада,Акмечетські Ставки,село,13429.0,вулиця Центральна,,,,47.6593,31.2113,saveecobot_radiation_locations.csv,Миколаївська область,mykolaiv,Mykolaivska oblast,Mykolaiv Oblast,Mykolaiv Oblast
3992,,АТ «НАЕК «Енергоатом»,24584661.0,,автоматично,"ВП ""Южно-Українська Атомна Електростанція""",26.0,False,,,False,UA48040090010033302,,Україна,Миколаївська область,Вознесенський район,Дoмaнівськa селищнa громада,Доманівка,селище,13424.0,вулиця Пирогова,,,,47.6342,30.9863,saveecobot_radiation_locations.csv,Миколаївська область,mykolaiv,Mykolaivska oblast,Mykolaiv Oblast,Mykolaiv Oblast
3993,,АТ «НАЕК «Енергоатом»,24584661.0,,автоматично,"ВП ""Южно-Українська Атомна Електростанція""",26.0,False,,,False,UA48040090180057600,,Україна,Миколаївська область,Вознесенський район,Дoмaнівськa селищнa громада,Кузнецове,село,13459.0,вулиця 8 Березня,,,,47.7533,30.9658,saveecobot_radiation_locations.csv,Миколаївська область,mykolaiv,Mykolaivska oblast,Mykolaiv Oblast,Mykolaiv Oblast
3994,,АТ «НАЕК «Енергоатом»,24584661.0,,автоматично,"ВП ""Южно-Українська Атомна Електростанція""",26.0,False,,,False,UA48080090240053889,,Україна,Миколаївська область,Вознесенський район,Южнoукpaїнськa міська громада,Іванівка,село,26554.0,вулиця Вишнева,,,,47.8924,31.127,saveecobot_radiation_locations.csv,Миколаївська область,mykolaiv,Mykolaivska oblast,Mykolaiv Oblast,Mykolaiv Oblast
3995,,АТ «НАЕК «Енергоатом»,24584661.0,,автоматично,"ВП ""Запорізька Атомна Електростанція""",25.0,False,,,False,UA23040070030069873,,Україна,Запорізька область,Василівський район,Вoдянськa сільська громада,Мічуріна,село,7685.0,вулиця Миру,,,,47.482612,34.573674,saveecobot_radiation_locations.csv,Запорізька область,zaporizhzhia,Zaporizka oblast,Zaporizhzhia Oblast,Zaporizhzhia Oblast
3996,,АТ «НАЕК «Енергоатом»,24584661.0,,автоматично,"ВП ""Запорізька Атомна Електростанція""",25.0,False,,,False,UA23060330040029467,,Україна,Запорізька область,Василівський район,Вoдянськa сільська громада,Водяне,село,25683.0,провулок Морський,,,,47.485454,34.514236,saveecobot_radiation_locations.csv,Запорізька область,zaporizhzhia,Zaporizka oblast,Zaporizhzhia Oblast,Zaporizhzhia Oblast
3997,,АТ «НАЕК «Енергоатом»,24584661.0,,автоматично,"ВП ""Запорізька Атомна Електростанція""",25.0,False,,,False,UA23040130010014334,,Україна,Запорізька область,Василівський район,Кам'янськo-Дніпрoвська міська громада,Кам'янка-Дніпровська,місто,7680.0,вулиця Зелена,,,,47.481945,34.40918,saveecobot_radiation_locations.csv,Запорізька область,zaporizhzhia,Zaporizka oblast,Zaporizhzhia Oblast,Zaporizhzhia Oblast
